Player name,position,Games,Runs,Hits,home run,run batted in,Strikeouts,AVG,On-base Percentage
H Winningham,CF,868,212,452,19,147,417,0.239,0.296
S Lyons,CF,853,264,545,19,196,364,0.252,0.301
T Saladino,3B,326,109,221,19,92,247,0.226,0.278
M Livingston,C,562,128,354,19,153,141,0.238,0.31
M Rickert,LF,402,139,284,19,145,161,0.247,0.302
H Rice,LF,424,129,307,19,162,133,0.26,0.314
L Limmer,1B,209,66,107,19,62,77,0.202,0.285
M Lee,SS,922,304,686,19,249,531,0.255,0.305
Y Benitez,LF,169,47,109,19,60,106,0.243,0.29
B Lamar,LF,550,305,633,19,245,78,0.31,0.339
L Stringer,2B,409,148,290,19,122,192,0.242,0.313
C Abbey,CF,451,307,492,19,280,105,0.281,0.351
D Wilber,C,299,67,174,19,115,96,0.242,0.286
N Punto,2B,1163,421,798,19,263,651,0.245,0.323
J Koppe,SS,578,202,379,19,141,345,0.236,0.324
C Kluttz,C,656,172,510,19,212,119,0.268,0.318
W DeLancey,C,219,79,173,19,85,74,0.289,0.38
J Delahanty,2B,1095,520,1159,19,489,24,0.283,0.357
A Hyzdu,CF,221,54,82,19,61,98,0.229,0.31
L Quinones,3B,442,102,227,19,106,154,0.226,0.282
C Quintana,1B,438,163,380,19,165,207,0.276,0.35
G Gil,C,277,67,189,19,88,162,0.23,0.276
J Murphy,C,284,69,146,18,61,221,0.215,0.262
T Stephenson,C,193,86,162,18,87,132,0.298,0.37
J Pierre,CF,1994,1075,2217,18,517,479,0.295,0.343
J Whitney,P,550,316,559,18,280,211,0.261,0.313
D Kenworthy,2B,17,159,301,18,146,77,0.304,0.36
B Wilson,C,386,83,189,18,102,227,0.203,0.258
B Keister,SS,334,400,758,18,400,5,0.312,0.349
G Browne,RF,1103,614,1176,18,303,1,0.273,0.318
K Hayes,3B,259,121,249,18,90,232,0.258,0.324
R Andino,2B,481,159,313,18,97,313,0.233,0.294
D White,3B,1299,849,1619,18,756,215,0.303,0.344
S Wooten,1B,267,66,182,18,86,120,0.272,0.314
J Price,C,261,58,129,18,71,70,0.214,0.287
J Jeter,CF,336,108,213,18,69,237,0.244,0.283
H Jennings,SS,173,994,1528,18,840,117,0.312,0.39
A Recker,C,206,55,110,18,70,193,0.199,0.283
H Spilman,1B,563,96,192,18,117,126,0.237,0.306
C Jamieson,LF,1786,1064,1990,18,552,345,0.303,0.378
P Daley,C,391,93,259,18,120,187,0.239,0.297
Y Tsutsugo,1B,182,65,110,18,75,172,0.197,0.291
M Treanor,C,468,120,281,18,129,286,0.221,0.313
A Blanco,2B,536,137,305,18,109,202,0.256,0.31
M Beaty,OF,261,85,136,18,92,100,0.249,0.32
W Bloomquist,SS,1055,398,778,18,225,494,0.269,0.316
E Crane,P,391,199,335,18,84,191,0.238,0.283
C Bigbee,LF,1148,629,1205,17,324,161,0.287,0.345
C Roseman,CF,681,443,726,17,222,41,0.263,0.312
R Roenicke,CF,527,141,256,17,113,195,0.238,0.353
J Mateo,SS,263,89,163,17,68,214,0.226,0.273
F Cabrera,1B,196,32,89,17,62,69,0.254,0.294
J Pirela,LF,302,113,234,17,82,196,0.257,0.308
J Lake,OF,223,65,155,17,48,218,0.235,0.278
N Green,2B,418,147,254,17,103,286,0.236,0.303
S Livingstone,3B,673,163,431,17,177,189,0.281,0.317
E Burton,CF,215,79,120,17,59,117,0.216,0.3
C Dickerson,LF,355,105,185,17,66,231,0.257,0.335
E Wynn,P,796,136,365,17,173,330,0.214,0.274
P Dougherty,LF,1233,678,1294,17,413,--,0.284,0.346
J Smith,2B,278,65,122,17,60,181,0.212,0.248
C Donnels,3B,450,83,186,17,86,165,0.233,0.319
C Reilly,3B,641,342,595,17,311,161,0.25,0.314
R Theriot,SS,899,446,911,17,257,383,0.281,0.341
J Bowker,1B,240,54,133,17,73,136,0.232,0.283
K Garlick,LF,144,48,73,17,37,106,0.229,0.281
J Bucher,3B,554,242,474,17,193,113,0.265,0.302
R Derry,LF,187,68,124,17,73,124,0.224,0.322
M Kittridge,C,470,375,882,17,390,166,0.219,0.277
G DeMontreville,2B,280,537,1096,17,497,35,0.303,0.34
L Niekro,1B,195,61,123,17,79,91,0.246,0.288
B Whitehead,2B,924,415,883,17,245,138,0.266,0.304
