Player name,position,Games,Runs,Hits,home run,run batted in,Strikeouts,AVG,On-base Percentage
R Mejias,RF,627,212,449,54,202,238,0.254,0.294
S Sax,2B,1769,913,1949,54,550,584,0.281,0.335
C Summers,RF,698,199,350,54,218,244,0.255,0.35
J Walsh,1B,328,136,283,54,173,340,0.25,0.308
W Randolph,2B,2202,1239,2210,54,687,675,0.276,0.373
F Jose,RF,747,322,708,54,324,507,0.28,0.334
T Snider,LF,630,214,435,54,212,492,0.244,0.311
B Phelps,C,726,239,657,54,345,157,0.31,0.362
A Rosario,SS,701,350,735,54,277,561,0.274,0.308
C Rojas,2B,1822,714,1660,54,593,489,0.263,0.306
O Arcia,SS,645,219,492,53,224,446,0.243,0.296
M Hegan,1B,966,281,504,53,229,488,0.242,0.341
B Kielty,RF,599,257,456,53,253,372,0.254,0.348
C Michaels,2B,1288,508,1142,53,501,406,0.262,0.349
J Ruggiano,CF,483,164,343,53,163,394,0.256,0.318
M Parent,C,474,112,279,53,168,319,0.214,0.268
B McPhee,2B,2135,1678,2250,53,1067,229,0.271,0.355
G Mancuso,C,1460,386,1194,53,543,264,0.265,0.328
M McLemore,2B,1832,943,1602,53,614,983,0.259,0.349
H Larkin,1B,1184,925,1429,53,836,141,0.303,0.38
J Ray,2B,1353,604,1502,53,594,329,0.29,0.333
C Coghlan,LF,801,353,666,53,234,535,0.258,0.334
T Daly,2B,393,1024,1582,49,811,402,0.278,0.361
D Walling,3B,1271,372,799,49,380,316,0.271,0.339
B Kauff,CF,569,521,961,49,454,313,0.311,0.389
P Suder,2B,1421,469,1268,49,541,456,0.249,0.29
D Roberts,3B,709,194,483,49,208,361,0.239,0.286
T Shumpert,2B,854,295,497,49,223,369,0.252,0.315
T Grisham,CF,398,187,288,49,166,383,0.222,0.317
R Arozarena,LF,339,189,326,49,174,354,0.27,0.345
J Spivey,2B,457,258,419,48,201,373,0.27,0.354
S Wise,SS,1175,834,1281,48,672,643,0.272,0.332
H Hendrick,1B,921,434,896,48,413,243,0.308,0.364
Y Tom?s,RF,309,131,295,48,163,299,0.266,0.306
L Johnson,LF,678,244,529,48,232,320,0.258,0.311
B Serena,3B,408,154,311,48,198,235,0.251,0.348
E Riles,SS,919,309,637,48,284,409,0.254,0.319
E Flick,RF,1085,950,1752,48,756,--,0.313,0.389
M Fitzgerald,C,848,220,545,48,293,432,0.235,0.321
M Margot,RF,691,276,585,48,245,454,0.254,0.308
D Descalso,2B,1080,326,593,48,294,600,0.235,0.32
F Fain,1B,1151,595,1139,48,570,261,0.29,0.424
H Rice,CF,1034,620,1118,48,506,194,0.299,0.368
J Busby,CF,1352,541,1113,48,438,439,0.262,0.314
B Estalella,C,310,126,195,48,147,290,0.216,0.315
R Peckinpaugh,SS,2012,1007,1876,48,739,609,0.259,0.336
T Hulett,3B,720,245,529,48,220,438,0.249,0.298
J Francisco,3B,404,110,235,48,152,375,0.236,0.297
B Boesch,RF,481,192,394,48,195,344,0.25,0.303
M Lewis,2B,902,320,736,48,306,511,0.263,0.312
D Jansen,C,325,137,212,48,144,217,0.222,0.307
K Johjima,C,462,166,431,48,198,148,0.268,0.31
A Rosales,SS,653,186,367,48,179,451,0.226,0.291
F Sanchez,2B,904,434,1012,48,371,420,0.297,0.335
E Sheely,1B,1235,573,1340,48,747,205,0.3,0.383
A Hays,CF,353,178,333,48,162,278,0.259,0.311
J Alfaro,C,478,150,395,47,194,566,0.256,0.305
B Herman,2B,1922,1163,2345,47,839,428,0.304,0.367
J Gantner,2B,1801,726,1696,47,568,501,0.274,0.319
J Lumpe,2B,1371,620,1314,47,454,411,0.268,0.325
G Smith,SS,1710,907,1594,47,797,288,0.243,0.289
D Berryhill,C,683,175,488,47,257,409,0.24,0.288
B Haselman,C,589,185,416,47,210,300,0.259,0.311
S Fasano,C,427,136,245,47,140,327,0.221,0.295
P Masi,C,1229,420,917,47,417,311,0.264,0.344
J Harris,1B,972,462,963,47,517,188,0.317,0.404
F Schulte,CF,1179,686,1241,47,593,361,0.291,0.362
C Essegian,LF,404,139,260,47,150,233,0.255,0.323
G Metkovich,CF,1055,476,934,47,373,359,0.261,0.322
F Snyder,C,1391,331,1122,47,525,416,0.265,0.313
D Santana,OF,547,254,443,47,202,478,0.255,0.296
L Brown,SS,1129,331,803,47,254,414,0.233,0.3
P Tabler,1B,1202,454,1101,47,512,559,0.282,0.345
F House,C,653,202,494,47,235,147,0.248,0.302
L Cross,3B,847,1333,2645,47,1371,90,0.292,0.328
L Green,CF,1136,461,788,47,253,260,0.267,0.351
C Casali,C,463,137,263,47,148,378,0.223,0.315
D Robertson,RF,805,366,812,47,364,262,0.287,0.318
E Collins,2B,2825,1821,3314,47,1300,286,0.333,0.424
M Thompson,CF,1359,491,1029,47,357,635,0.274,0.335
J Iglesias,SS,1096,438,1051,47,366,502,0.279,0.319
E Allen,CF,1281,623,1325,47,501,310,0.3,0.336
A Cedeno,SS,616,221,485,47,223,488,0.236,0.292
L Alicea,2B,1341,551,1031,47,422,624,0.26,0.346
W Smith,LF,691,171,410,46,211,284,0.248,0.295
T Hall,C,686,211,616,46,269,216,0.262,0.297
S Jolley,LF,473,188,521,46,313,105,0.305,0.343
D Smith,LF,813,244,497,46,226,334,0.275,0.333
G Hermanski,RF,739,276,533,46,259,212,0.272,0.372
B Russell,SS,2181,796,1926,46,627,667,0.263,0.31
G Thomas,RF,685,203,430,46,202,343,0.255,0.316
H Foiles,C,608,171,353,46,166,295,0.243,0.321
D Ackley,2B,635,261,512,46,216,419,0.241,0.304
J Stearns,C,810,334,696,46,312,294,0.26,0.341
C Tovar,CF,1488,834,1546,46,435,410,0.278,0.335
E Smith,C,863,225,686,46,355,106,0.303,0.374
R Roberts,3B,518,205,365,46,169,320,0.243,0.32
A Ochoa,RF,807,320,597,46,261,288,0.279,0.344
B Bell,RF,767,378,806,46,437,239,0.297,0.362
A Berroa,SS,746,329,665,46,254,460,0.258,0.303
J Kang,3B,297,120,233,46,144,239,0.254,0.331
P Browning,CF,1183,954,1646,46,659,168,0.341,0.403
S Murphy,C,332,149,259,46,147,292,0.234,0.325
J McNeil,2B,521,259,568,46,216,244,0.306,0.368
J Hopp,CF,1395,698,1262,46,458,378,0.296,0.368
D Bragg,RF,916,341,627,46,260,570,0.255,0.34
W Tasby,OF,583,246,467,46,174,327,0.25,0.327
G Green,RF,408,130,307,46,160,185,0.267,0.318
Do Smith,1B,450,149,309,46,180,336,0.246,0.309
S Owen,SS,1544,587,1211,46,439,519,0.246,0.324
G Gore,CF,1310,1327,1612,46,618,332,0.301,0.386
B Sample,LF,826,371,684,46,230,230,0.272,0.329
C Kusick,1B,497,155,291,46,171,228,0.235,0.342
D Pavletich,C,536,163,349,46,193,237,0.254,0.328
G Dobbs,3B,959,204,548,46,274,402,0.261,0.306
D Kryhoski,1B,569,203,475,45,231,163,0.265,0.314
M Kreevich,CF,1241,676,1321,45,514,339,0.283,0.346
J Turner,LF,733,222,448,45,238,245,0.257,0.319
T Fuentes,2B,1499,610,1491,45,438,561,0.268,0.307
B Myers,SS,738,319,616,45,243,445,0.257,0.328
R Foster,LF,337,136,257,45,118,146,0.253,0.336
S Halter,SS,690,201,468,45,197,414,0.246,0.303
B Stein,3B,959,268,751,44,311,412,0.267,0.313
E Miksis,2B,1042,383,722,44,228,313,0.236,0.288
D Murphy,2B,1417,705,1563,44,702,24,0.289,0.336
B Estalella,CF,680,279,620,44,308,246,0.282,0.383
O Arcia,RF,288,103,231,44,131,339,0.235,0.298
J Burns,1B,890,541,980,44,417,299,0.28,0.351
J Marty,CF,538,223,478,44,222,187,0.261,0.318
K Lockhart,2B,979,290,591,44,268,268,0.261,0.319
D Taylor,OF,675,388,650,44,305,268,0.297,0.374
J Kindall,2B,742,211,439,44,198,535,0.213,0.266
D Motley,RF,413,156,324,44,159,186,0.243,0.28
E Averill,C,449,137,249,44,159,220,0.242,0.346
A Ellis,C,672,194,466,44,229,414,0.239,0.34
T Howard,LF,1015,297,655,44,264,432,0.264,0.311
L Mann,LF,1365,677,1332,44,503,464,0.282,0.332
T Pagnozzi,C,927,247,733,44,320,450,0.253,0.299
H Craft,CF,566,237,533,44,267,203,0.253,0.294
H Cotto,CF,884,296,569,44,210,352,0.261,0.299
P Reese,2B,856,366,704,44,271,531,0.248,0.307
J Clark,LF,516,170,414,44,208,295,0.257,0.301
G Cimoli,RF,969,370,808,44,321,474,0.265,0.315
L Blue,1B,1615,1151,1696,44,695,436,0.287,0.402
A Frazier,2B,824,379,756,44,259,389,0.274,0.337
W Middlebrooks,3B,347,119,262,43,155,325,0.228,0.272
J Quirk,C,984,193,544,43,247,435,0.24,0.298
D Thomas,2B,1597,585,1163,43,370,593,0.249,0.317
P Bourjos,CF,875,284,502,43,170,562,0.237,0.293
D Pratt,2B,1836,859,1996,43,968,360,0.292,0.345
S Amoros,LF,517,215,334,43,180,189,0.255,0.361
P Roof,C,857,190,463,43,210,504,0.215,0.283
S Duncan,LF,330,117,200,43,144,243,0.226,0.305
R Weatherly,OF,811,415,794,43,290,170,0.286,0.331
M Keough,CF,841,256,434,43,176,318,0.242,0.309
M Haas,CF,1168,706,1257,43,496,299,0.292,0.359
J Mart?nez,OF,432,170,360,43,182,274,0.289,0.356
A Howe,3B,891,268,682,43,293,287,0.26,0.329
R Dauer,2B,1140,448,984,43,372,219,0.257,0.31
A Dalrymple,LF,951,813,1202,43,407,359,0.288,0.323
J Morrill,1B,1265,821,1275,43,643,656,0.26,0.31
T Joseph,1B,249,98,200,43,116,204,0.247,0.297
B Jurges,SS,1816,721,1613,43,656,530,0.258,0.325
C Kelly,C,415,145,262,43,157,273,0.223,0.309
R Rivera,C,542,120,330,43,176,446,0.221,0.273
P Bodie,CF,1051,393,1011,43,516,240,0.275,0.335
O Bluege,3B,1867,883,1751,43,848,515,0.272,0.352
W Chamberlain,RF,385,144,322,43,167,249,0.255,0.299
T Tucker,1B,1687,1084,1882,42,932,223,0.29,0.364
R Radcliff,LF,1081,598,1267,42,533,141,0.311,0.362
J Garagiola,C,676,198,481,42,255,173,0.257,0.354
M Gallego,2B,1111,374,700,42,282,465,0.239,0.32
E Milner,CF,804,376,607,42,195,280,0.253,0.333
M Dominguez,3B,362,123,294,42,152,249,0.231,0.273
J Cronenworth,2B,368,210,341,42,179,255,0.254,0.336
C Heathcote,RF,1418,643,1222,42,448,325,0.275,0.333
J Panik,2B,818,340,733,42,258,314,0.264,0.328
J Estrada,C,612,198,576,42,285,228,0.277,0.317
R Oester,2B,1276,458,1118,42,344,681,0.265,0.323
E D?az,C,491,167,368,42,186,297,0.242,0.297
S Podsednik,LF,1079,563,1096,42,312,630,0.281,0.339
A Thomas,SS,577,182,493,42,228,301,0.234,0.255
R Youngs,OF,1211,812,1491,42,592,390,0.322,0.399
J Dugan,3B,1448,665,1516,42,571,419,0.28,0.317
D Paskert,CF,1717,868,1613,42,577,659,0.268,0.35
R Spilborghs,LF,619,222,424,42,218,328,0.272,0.345
N Goodrum,2B,402,173,311,42,152,479,0.226,0.299
J Nunnally,RF,364,162,218,42,125,239,0.246,0.354
B Del Greco,CF,731,271,454,42,169,372,0.229,0.33
D Dahl,OF,329,168,311,42,160,326,0.271,0.317
G Wright,CF,627,231,529,42,208,314,0.245,0.288
B Rogell,SS,1484,755,1375,42,609,416,0.267,0.351
M Sweeney,LF,1218,220,464,42,250,425,0.254,0.347
M Griffin,CF,1511,1405,1753,42,719,206,0.296,0.388
T Crowley,DH,865,174,379,42,229,181,0.25,0.345
E Inciarte,OF,868,447,875,42,263,447,0.28,0.333
C Counsell,2B,1624,647,1208,42,390,663,0.255,0.342
M Pi?a,C,414,132,271,42,148,258,0.243,0.313
K Fukudome,RF,596,264,498,42,195,402,0.258,0.359
D Magadan,3B,1582,516,1197,42,495,546,0.288,0.39
R Sanders,1B,630,321,597,42,329,216,0.274,0.37
D McGann,1B,986,842,1482,42,727,10,0.284,0.364
C Reynolds,SS,1491,480,1142,42,377,406,0.256,0.291
R Snyder,LF,1365,488,984,42,319,438,0.271,0.325
D Jones,2B,907,268,548,41,237,309,0.235,0.295
J Maxwell,RF,441,145,233,41,133,371,0.22,0.303
A Aquino,RF,244,87,145,41,108,255,0.211,0.285
B Gardner,2B,1034,356,841,41,271,439,0.237,0.292
M Bishop,2B,1340,966,1216,41,379,452,0.271,0.423
D Mitchell,LF,1127,555,1244,41,403,119,0.312,0.368
R Stennett,2B,1237,500,1239,41,432,348,0.274,0.306
B Rigney,2B,655,281,510,41,212,206,0.259,0.334
B Fordyce,C,623,172,467,41,188,295,0.258,0.309
M Aldrete,1B,930,277,565,41,271,381,0.263,0.356
W Wilson,OF,2154,1169,2207,41,585,1144,0.285,0.326
M Cairo,2B,1490,504,1044,41,394,482,0.264,0.314
R Schu,3B,580,189,386,41,134,282,0.246,0.31
G Burns,LF,1853,1188,2077,41,611,565,0.287,0.366
D Stapleton,1B,582,238,550,41,224,162,0.271,0.31
F Dunlap,2B,965,759,1159,41,366,263,0.292,0.34
D Buddin,SS,711,342,551,41,225,404,0.241,0.358
D Varsho,LF,286,138,217,41,123,250,0.234,0.306
B Bryan,C,374,86,209,41,125,283,0.216,0.284
F Welch,OF,738,310,634,41,295,225,0.274,0.35
C Denorfia,RF,808,289,587,41,196,408,0.272,0.33
F Cervelli,C,730,281,605,41,275,505,0.268,0.358
F Patek,SS,1650,736,1340,41,490,787,0.242,0.309
M Stassi,C,403,136,241,41,128,379,0.212,0.295
W Bond,1B,365,149,307,41,179,175,0.256,0.323
H Chiti,C,502,135,356,41,179,242,0.238,0.294
J Castino,3B,666,293,646,41,249,298,0.278,0.329
B Wallace,1B,494,143,305,40,138,432,0.238,0.316
B Henline,C,741,258,611,40,268,156,0.291,0.361
A Dickerson,LF,339,136,230,40,132,204,0.255,0.325
J Smith,OF,1408,783,1301,40,382,348,0.287,0.339
R Cedeno,SS,875,265,629,40,239,567,0.245,0.289
H Ferris,2B,1279,473,1146,40,550,--,0.239,0.265
I Flagstead,CF,1219,645,1202,40,450,288,0.29,0.37
C Fernandez,SS,856,270,666,40,259,338,0.24,0.292
B Klaus,SS,821,357,626,40,250,285,0.249,0.335
K O'Dea,C,832,262,560,40,323,251,0.255,0.338
J Royster,3B,1428,552,1049,40,352,534,0.249,0.315
E P?rez,C,564,137,386,40,172,234,0.253,0.297
F Vina,2B,1148,627,1196,40,343,292,0.282,0.348
B Hamilton,CF,102,1691,2159,40,739,218,0.344,0.455
S Mertes,LF,827,695,1227,40,721,10,0.279,0.346
A Everett,SS,880,334,668,40,283,455,0.242,0.294
T Thompson,CF,299,114,176,42,117,272,0.223,0.304
B Cowan,CF,493,131,281,40,125,297,0.236,0.269
G Gross,RF,657,203,349,40,186,349,0.239,0.33
J Royster,3B,1428,552,1049,40,352,534,0.249,0.315
T La Stella,3B,670,207,459,40,204,217,0.266,0.336
E P?rez,C,564,137,386,40,172,234,0.253,0.297
B Conigliaro,CF,347,142,289,40,128,244,0.256,0.311
H Choi,1B,363,130,220,40,120,262,0.24,0.349
I Flagstead,CF,1219,645,1202,40,450,288,0.29,0.37
J Smith,OF,1408,783,1301,40,382,348,0.287,0.339
B Hamilton,CF,102,1691,2159,40,739,218,0.344,0.455
H Ferris,2B,1279,473,1146,40,550,--,0.239,0.265
C Fernandez,SS,856,270,666,40,259,338,0.24,0.292
E Coleman,RF,439,193,381,40,246,152,0.285,0.345
M Chavis,1B,309,117,241,40,137,345,0.237,0.283
M Wynne,CF,940,300,664,40,244,398,0.247,0.297
B Gamel,LF,679,259,493,40,198,545,0.253,0.333
C Lavagetto,3B,1043,487,945,40,486,244,0.269,0.36
B Wallace,1B,494,143,305,40,138,432,0.238,0.316
A Dickerson,LF,339,136,230,40,132,204,0.255,0.325
B Dent,SS,1392,451,1114,40,423,348,0.247,0.297
J Delsing,CF,822,322,627,40,286,251,0.255,0.339
Y D?az,1B,475,245,454,40,201,279,0.278,0.372
S Cox,1B,378,146,324,39,158,240,0.262,0.34
J Castillo,2B,592,211,487,39,218,378,0.254,0.296
G Coan,LF,918,384,731,39,278,384,0.254,0.316
B Edwards,C,591,191,429,39,241,179,0.256,0.335
K Farmer,3B,483,147,343,39,184,287,0.254,0.311
E Lake,SS,836,442,599,39,193,312,0.231,0.366
B Lange,CF,811,689,1055,39,578,86,0.33,0.401
G Lachance,1B,581,678,1377,39,690,124,0.28,0.318
C Rupp,C,296,100,240,39,124,323,0.234,0.298
T Ward,LF,297,143,256,39,124,274,0.259,0.335
C Mapes,RF,459,199,289,38,172,213,0.242,0.338
A Mondesi,SS,358,180,311,38,157,412,0.244,0.28
K Ginter,2B,325,120,236,38,140,230,0.243,0.329
M Johnson,1B,428,142,229,38,137,272,0.232,0.338
S Byrd,CF,746,304,465,38,220,178,0.274,0.35
F Rayford,3B,390,112,255,38,117,225,0.244,0.283
B Mayne,C,1279,359,951,38,403,580,0.263,0.332
B Alyea,LF,371,100,214,38,148,210,0.247,0.326
B Ayala,LF,425,114,217,38,145,136,0.251,0.305
C Brown,3B,448,164,410,38,184,252,0.269,0.333
M Hatcher,LF,1130,348,946,38,375,246,0.28,0.313
R Gutierrez,SS,1119,471,967,38,357,586,0.266,0.338
F Gustine,2B,1261,553,1214,38,480,427,0.265,0.322
B Myer,2B,1923,1174,2131,38,850,428,0.303,0.389
J Graham,1B,239,105,179,38,126,99,0.231,0.31
M Salas,C,509,142,319,38,143,163,0.247,0.3
J Titus,OF,1402,738,1401,38,561,116,0.282,0.373
C Shelton,1B,299,132,254,37,124,252,0.273,0.345
B Nieman,LF,332,147,269,37,167,119,0.256,0.339
E Haase,C,236,91,169,37,111,236,0.231,0.284
J Jay,CF,1201,532,1087,37,341,716,0.283,0.348
L Harris,3B,1903,460,1055,37,369,337,0.269,0.318
T Neel,DH,230,110,212,37,120,177,0.28,0.362
P Whisenant,OF,475,140,221,37,134,196,0.224,0.284
B Spiers,SS,1252,477,922,37,388,496,0.271,0.341
L Aguayo,SS,568,142,260,37,109,220,0.236,0.304
A Hechavarria,SS,922,311,778,37,273,550,0.253,0.291
D Cramer,CF,2238,1357,2705,37,842,345,0.296,0.34
R Murray,RF,1270,555,1170,37,579,194,0.27,0.323
G Stephens,OF,965,283,460,37,207,322,0.24,0.325
C Biggio,2B,337,177,246,37,127,347,0.227,0.347
L Gabrielson,LF,708,178,446,37,176,315,0.253,0.309
J Camargo,3B,416,149,312,37,159,280,0.255,0.313
O Moreno,CF,1382,699,1257,37,386,885,0.252,0.306
B Lemon,P,615,148,274,37,147,241,0.232,0.288
C Owings,2B,712,262,546,37,220,598,0.239,0.287
A Altherr,RF,359,142,222,37,150,332,0.219,0.307
E Smith,LF,20,912,1454,37,663,139,0.31,0.398
P Garcia,2B,558,196,395,37,184,329,0.22,0.267
J Naylor,1B,329,118,264,37,140,204,0.253,0.311
B Clark,RF,785,264,559,36,210,252,0.277,0.358
J Castro,SS,1103,253,601,36,234,472,0.229,0.268
D Jimenez,2B,641,290,568,36,228,391,0.263,0.351
E Koy,LF,558,238,515,36,260,284,0.279,0.332
J Vizcaino,SS,1820,633,1453,36,480,729,0.27,0.318
P Kelly,2B,681,253,495,36,217,425,0.249,0.307
B Wills,2B,831,472,807,36,302,441,0.266,0.335
G Strickland,SS,971,305,633,36,284,453,0.224,0.313
C Pennington,SS,971,324,678,36,242,619,0.242,0.309
D McCarty,1B,632,182,362,36,175,367,0.242,0.305
J Berardino,2B,912,334,755,36,387,268,0.249,0.316
F Valentine,OF,533,180,360,36,138,228,0.247,0.33
M Marion,SS,1572,602,1448,36,624,537,0.263,0.323
J Peterson,3B,743,239,466,36,207,512,0.23,0.321
V Davalillo,CF,1458,509,1122,36,329,422,0.279,0.315
T Harper,LF,540,147,371,36,180,248,0.253,0.321
F Menechino,2B,450,207,302,36,149,279,0.24,0.358
T Uhlaender,CF,898,343,772,36,285,277,0.263,0.311
C Stahl,CF,782,858,1546,36,622,--,0.305,0.369
L Polonia,LF,1379,728,1417,36,405,543,0.293,0.342
L Stahl,OF,730,167,400,36,163,357,0.232,0.292
J Girardi,C,1277,454,1100,36,422,607,0.267,0.315
L Sojo,2B,848,300,671,36,261,198,0.261,0.297
D Garcia,2B,1032,490,1108,36,323,322,0.283,0.309
R Ruffing,P,882,209,521,36,273,266,0.269,0.306
B Fothergill,LF,1105,452,1064,36,582,177,0.325,0.368
S Leslie,1B,823,311,749,36,389,118,0.304,0.366
M Vail,RF,665,146,447,34,219,317,0.279,0.313
G Adams,DH,661,152,452,34,225,183,0.28,0.324
M Cubbage,3B,703,218,503,34,251,233,0.258,0.33
L Rivas,2B,648,286,541,34,201,316,0.257,0.303
T Helms,2B,1435,414,1342,34,477,301,0.269,0.3
W Newson,RF,489,156,248,34,120,292,0.25,0.374
T Savage,LF,642,202,321,34,163,272,0.233,0.334
R Mack,2B,791,273,629,34,278,365,0.232,0.301
T Cruz,SS,544,133,336,34,154,317,0.22,0.251
J Branson,3B,694,173,383,34,156,312,0.246,0.3
J Russell,C,448,113,245,34,129,355,0.225,0.282
B Bradley,3B,1231,754,1471,34,552,18,0.271,0.317
T Corcoran,SS,764,1184,2252,34,1135,205,0.256,0.289
J Fields,3B,217,95,167,34,107,235,0.234,0.303
C Ross,LF,413,156,316,34,170,281,0.241,0.309
S Fletcher,SS,1612,688,1376,34,510,541,0.262,0.332
F Fennelly,SS,786,609,781,34,408,78,0.257,0.345
H Landrith,C,772,179,450,34,203,188,0.233,0.32
K Wood,RF,342,110,223,34,143,141,0.224,0.298
B Wallace,SS,1741,1057,2309,34,1121,79,0.268,0.332
A Cianfrocco,1B,500,136,308,34,185,360,0.241,0.292
T Tarasco,LF,457,151,241,34,118,171,0.24,0.313
E Ott,C,567,196,465,33,195,254,0.259,0.311
I Murrell,LF,564,126,308,33,123,342,0.236,0.265
W Keeler,RF,1160,1719,2932,33,810,36,0.341,0.388
L Bierbauer,2B,1383,819,1521,33,835,129,0.267,0.301
D Johnston,CF,746,453,751,33,386,283,0.251,0.285
D Murphy,3B,335,102,178,33,119,264,0.212,0.279
A Almora,RF,600,189,386,33,163,290,0.259,0.3
L Milledge,CF,433,166,404,33,167,287,0.269,0.328
W Williams,RF,842,284,640,33,173,211,0.27,0.31
K Hunt,CF,310,107,177,33,111,222,0.226,0.303
K Blanks,LF,278,110,199,33,111,275,0.241,0.322
W Aybar,3B,405,137,315,33,157,206,0.258,0.341
B Stinson,C,652,166,408,33,180,254,0.25,0.337
B Harris,SS,529,208,434,33,167,343,0.256,0.314
T Whitfield,OF,730,233,537,33,179,288,0.281,0.33
F Beck,1B,358,191,536,33,251,193,0.252,0.301
T Austin,1B,209,75,114,33,91,215,0.219,0.292
J DaVanon,RF,528,205,333,33,150,268,0.259,0.349
M Mahtook,CF,291,112,208,33,97,255,0.235,0.292
A Luplow,RF,481,147,292,33,125,213,0.235,0.311
C Woodward,SS,659,211,408,33,191,400,0.239,0.296
R Langerhans,LF,597,177,283,33,125,388,0.226,0.333
C Gillaspie,3B,513,147,357,33,158,245,0.251,0.304
L Webster,C,587,157,368,33,176,209,0.254,0.324
C Garcia,2B,610,274,580,33,197,340,0.266,0.307
S Cooper,3B,592,197,478,33,211,299,0.265,0.337
B Warren,C,377,97,217,33,104,177,0.219,0.313
N Aoki,RF,759,377,774,33,219,258,0.285,0.35
P Collins,C,544,147,306,33,168,202,0.254,0.378
A Slater,CF,461,162,286,33,133,352,0.255,0.345
H Lee,LF,752,316,755,33,323,225,0.275,0.326
P Severino,C,370,107,261,33,134,290,0.235,0.306
J Essian,C,710,194,453,33,207,171,0.244,0.327
C Worthington,3B,393,126,284,33,144,264,0.23,0.322
R Paulino,C,573,181,508,33,216,328,0.272,0.324
S Taylor,C,473,127,309,33,147,181,0.245,0.313
G Miller,C,1317,839,1380,33,567,129,0.267,0.333
A Cintron,SS,680,244,565,33,222,230,0.275,0.313
J Cave,LF,337,130,217,33,118,331,0.234,0.296
D Richardson,2B,1131,676,1129,32,558,289,0.254,0.301
D Bancroft,SS,1913,1048,2004,32,591,487,0.279,0.355
J Kennedy,3B,856,237,475,32,185,461,0.225,0.281
R Katt,C,417,92,248,32,120,164,0.232,0.282
Y S?nchez,3B,675,253,552,32,217,532,0.243,0.299
B Wilson,OF,224,87,145,32,77,136,0.222,0.308
T Jordan,1B,543,220,474,32,232,2,0.261,0.355
Q Veras,2B,767,469,750,32,239,462,0.27,0.372
J Wilson,C,1525,580,1358,32,621,280,0.284,0.336
D Siebert,1B,1035,439,1104,32,482,185,0.282,0.332
D James,LF,917,362,781,32,266,307,0.288,0.364
D Jackson,2B,827,332,536,32,198,517,0.243,0.323
C Hurdle,RF,515,162,360,32,193,261,0.259,0.341
B O'Brien,1B,356,164,364,32,206,88,0.256,0.289
A Barnes,C,488,175,260,32,138,300,0.224,0.332
H Lobert,3B,1321,640,1252,32,482,156,0.274,0.337
P Young,2B,731,274,645,32,347,312,0.262,0.308
M Smith,LF,414,125,233,32,130,211,0.243,0.316
J Lis,1B,356,96,182,32,92,209,0.233,0.332
T Foley,SS,1108,248,661,32,263,387,0.244,0.303
A Fletcher,SS,1537,684,1534,32,675,348,0.277,0.319
M Morandini,2B,1298,597,1222,32,351,714,0.268,0.338
M Lemke,2B,1069,349,795,32,270,341,0.246,0.317
D Collins,LF,1701,667,1335,32,373,661,0.272,0.338
S Evans,RF,682,478,963,32,466,299,0.287,0.374
W English,SS,1262,801,1356,32,422,536,0.286,0.366
J Mokan,LF,582,282,563,32,273,150,0.291,0.364
G Larkin,1B,758,275,618,32,266,278,0.266,0.348
N Larker,1B,667,227,538,32,271,165,0.275,0.347
J Early,C,747,216,532,32,264,259,0.241,0.33
A Clark,RF,358,131,267,32,149,70,0.262,0.312
G Bird,1B,186,75,129,32,98,189,0.211,0.301
D Miller,1B,1591,711,1526,32,715,454,0.263,0.314
B Buchanan,RF,346,105,198,32,103,210,0.258,0.328
A Torres,CF,650,277,462,32,174,476,0.242,0.317
A Vaughn,1B,265,117,240,32,128,200,0.255,0.317
J India,2B,256,150,244,32,111,237,0.263,0.358
B Metheny,RF,376,187,344,31,156,122,0.247,0.323
M Owen,3B,1011,473,1040,31,497,283,0.275,0.339
M LaPorta,1B,291,106,230,31,120,223,0.238,0.301
H Conger,C,373,94,224,31,114,267,0.221,0.294
B Shindle,3B,1422,992,1561,31,758,240,0.269,0.323
E Dukes,CF,240,113,199,31,123,197,0.242,0.349
B Kerr,SS,1067,376,903,31,333,280,0.249,0.312
C Carroll,LF,991,729,995,31,423,290,0.251,0.32
F Kendall,C,877,170,603,31,244,240,0.234,0.285
R Guzm?n,1B,246,91,167,31,104,243,0.225,0.302
D Strange,3B,707,194,434,31,211,330,0.233,0.295
L Berberet,C,448,118,281,31,153,195,0.23,0.337
N Williams,OF,294,109,210,31,110,255,0.251,0.312
D Wise,CF,576,149,253,31,115,245,0.228,0.264
J Hornung,LF,1123,788,1230,31,564,498,0.257,0.277
S Le?n,C,535,154,316,31,145,435,0.21,0.278
D Barney,2B,814,297,625,31,201,349,0.246,0.294
P Herrera,1B,300,122,264,31,128,271,0.271,0.349
T Brown,SS,494,151,309,31,159,142,0.241,0.292
R Hemsley,C,1593,562,1321,31,555,395,0.262,0.311
T Hartsel,LF,1287,826,1336,31,341,--,0.276,0.384
J Manto,3B,289,97,164,31,97,182,0.23,0.329
R Nelson,1B,620,186,347,31,173,94,0.249,0.317
K Nieuwenhuis,CF,414,128,216,31,117,366,0.221,0.311
M Alou,CF,1667,780,1777,31,427,377,0.307,0.345
J Bartlett,SS,892,435,849,31,286,526,0.27,0.336
J Stahl,1B,982,405,894,31,437,1,0.261,0.323
J Lagares,RF,850,270,582,31,217,528,0.25,0.291
C Salmon,2B,658,202,415,31,149,233,0.249,0.29
