index, table #, collisions
639,8,80
639,9,80
640,0,106
640,1,106
640,2,106
640,3,106
640,4,106
640,5,80
640,6,80
640,7,80
640,8,80
640,9,80
641,0,106
641,1,106
641,2,106
641,3,106
641,4,106
641,5,80
641,6,80
641,7,80
641,8,80
641,9,80
642,0,106
642,1,106
642,2,106
642,3,106
642,4,106
642,5,80
642,6,80
642,7,80
642,8,80
642,9,80
643,0,106
643,1,106
643,2,106
643,3,106
643,4,106
643,5,82
643,6,82
643,7,82
643,8,82
643,9,82
644,0,109
644,1,109
644,2,109
644,3,109
644,4,109
644,5,84
644,6,84
644,7,84
644,8,84
644,9,84
645,0,109
645,1,109
645,2,109
645,3,109
645,4,109
645,5,84
645,6,84
645,7,84
645,8,84
645,9,84
646,0,109
646,1,109
646,2,109
646,3,109
646,4,109
646,5,84
646,6,84
646,7,84
646,8,84
646,9,84
647,0,110
647,1,110
647,2,110
647,3,110
647,4,110
647,5,85
647,6,85
647,7,85
647,8,85
647,9,85
648,0,110
648,1,110
648,2,110
648,3,110
648,4,110
648,5,87
648,6,87
648,7,87
648,8,87
648,9,87
649,0,110
649,1,110
649,2,110
649,3,110
649,4,110
649,5,87
649,6,87
649,7,87
649,8,87
649,9,87
650,0,111
650,1,111
650,2,111
650,3,111
650,4,111
650,5,87
650,6,87
650,7,87
650,8,87
650,9,87
651,0,111
651,1,111
651,2,111
651,3,111
651,4,111
651,5,89
651,6,89
651,7,89
651,8,89
651,9,89
652,0,111
652,1,111
652,2,111
652,3,111
652,4,111
652,5,89
652,6,89
652,7,89
652,8,89
652,9,89
653,0,111
653,1,111
653,2,111
653,3,111
653,4,111
653,5,89
653,6,89
653,7,89
653,8,89
653,9,89
654,0,111
654,1,111
654,2,111
654,3,111
654,4,111
654,5,90
654,6,90
654,7,90
654,8,90
654,9,90
655,0,111
655,1,111
655,2,111
655,3,111
655,4,111
655,5,90
655,6,90
655,7,90
655,8,90
655,9,90
656,0,111
656,1,111
656,2,111
656,3,111
656,4,111
656,5,90
656,6,90
656,7,90
656,8,90
656,9,90
657,0,111
657,1,111
657,2,111
657,3,111
657,4,111
657,5,90
657,6,90
657,7,90
657,8,90
657,9,90
658,0,111
658,1,111
658,2,111
658,3,111
658,4,111
658,5,90
658,6,90
658,7,90
658,8,90
658,9,90
659,0,111
659,1,111
659,2,111
659,3,111
659,4,111
659,5,90
659,6,90
659,7,90
659,8,90
659,9,90
660,0,111
660,1,111
660,2,111
660,3,111
660,4,111
660,5,90
660,6,90
660,7,90
660,8,90
660,9,90
661,0,111
661,1,111
661,2,111
661,3,111
661,4,111
661,5,90
661,6,90
661,7,90
661,8,90
661,9,90
662,0,111
662,1,111
662,2,111
662,3,111
662,4,111
662,5,90
662,6,90
662,7,90
662,8,90
662,9,90
663,0,111
663,1,111
663,2,111
663,3,111
663,4,111
663,5,92
663,6,92
663,7,92
663,8,92
663,9,92
664,0,111
664,1,111
664,2,111
664,3,111
664,4,111
664,5,92
664,6,92
664,7,92
664,8,92
664,9,92
665,0,111
665,1,111
665,2,111
665,3,111
665,4,111
665,5,93
665,6,93
665,7,93
665,8,93
665,9,93
666,0,111
666,1,111
666,2,111
666,3,111
666,4,111
666,5,93
666,6,93
666,7,93
666,8,93
666,9,93
667,0,111
667,1,111
667,2,111
667,3,111
667,4,111
667,5,93
667,6,93
667,7,93
667,8,93
667,9,93
668,0,111
668,1,111
668,2,111
668,3,111
668,4,111
668,5,93
668,6,93
668,7,93
668,8,93
668,9,93
669,0,111
669,1,111
669,2,111
669,3,111
669,4,111
669,5,95
669,6,95
669,7,95
669,8,95
669,9,95
670,0,111
670,1,111
670,2,111
670,3,111
670,4,111
670,5,95
670,6,95
670,7,95
670,8,95
670,9,95
671,0,111
671,1,111
671,2,111
671,3,111
671,4,111
671,5,96
671,6,96
671,7,96
671,8,96
671,9,96
672,0,111
672,1,111
672,2,111
672,3,111
672,4,111
672,5,96
672,6,96
672,7,96
672,8,96
672,9,96
673,0,111
673,1,111
673,2,111
673,3,111
673,4,111
673,5,96
673,6,96
673,7,96
673,8,96
673,9,96
674,0,111
674,1,111
674,2,111
674,3,111
674,4,111
674,5,98
674,6,98
674,7,98
674,8,98
674,9,98
675,0,111
675,1,111
675,2,111
675,3,111
675,4,111
675,5,98
675,6,98
675,7,98
675,8,98
675,9,98
676,0,111
676,1,111
676,2,111
676,3,111
676,4,111
676,5,98
676,6,98
676,7,98
676,8,98
676,9,98
677,0,111
677,1,111
677,2,111
677,3,111
677,4,111
677,5,101
677,6,101
677,7,101
677,8,101
677,9,101
678,0,111
678,1,111
678,2,111
678,3,111
678,4,111
678,5,102
678,6,102
678,7,102
678,8,102
678,9,102
679,0,111
679,1,111
679,2,111
679,3,111
679,4,111
679,5,102
679,6,102
679,7,102
679,8,102
679,9,102
680,0,113
680,1,113
680,2,113
680,3,113
680,4,113
680,5,103
680,6,103
680,7,103
680,8,103
680,9,103
681,0,113
681,1,113
681,2,113
681,3,113
681,4,113
681,5,103
681,6,103
681,7,103
681,8,103
681,9,103
682,0,113
682,1,113
682,2,113
682,3,113
682,4,113
682,5,103
682,6,103
682,7,103
682,8,103
682,9,103
683,0,113
683,1,113
683,2,113
683,3,113
683,4,113
683,5,106
683,6,106
683,7,106
683,8,106
683,9,106
684,0,113
684,1,113
684,2,113
684,3,113
684,4,113
684,5,106
684,6,106
684,7,106
684,8,106
684,9,106
685,0,113
685,1,113
685,2,113
685,3,113
685,4,113
685,5,106
685,6,106
685,7,106
685,8,106
685,9,106
686,0,113
686,1,113
686,2,113
686,3,113
686,4,113
686,5,106
686,6,106
686,7,106
686,8,106
686,9,106
687,0,114
687,1,114
687,2,114
687,3,114
687,4,114
687,5,106
687,6,106
687,7,106
687,8,106
687,9,106
688,0,114
688,1,114
688,2,114
688,3,114
688,4,114
688,5,106
688,6,106
688,7,106
688,8,106
688,9,106
689,0,114
689,1,114
689,2,114
689,3,114
689,4,114
689,5,107
689,6,107
689,7,107
689,8,107
689,9,107
690,0,115
690,1,115
690,2,115
690,3,115
690,4,115
690,5,107
690,6,107
690,7,107
690,8,107
690,9,107
691,0,115
691,1,115
691,2,115
691,3,115
691,4,115
691,5,107
691,6,107
691,7,107
691,8,107
691,9,107
692,0,119
692,1,119
692,2,119
692,3,119
692,4,119
692,5,109
692,6,109
692,7,109
692,8,109
692,9,109
693,0,120
693,1,120
693,2,120
693,3,120
693,4,120
693,5,109
693,6,109
693,7,109
693,8,109
693,9,109
694,0,120
694,1,120
694,2,120
694,3,120
694,4,120
694,5,109
694,6,109
694,7,109
694,8,109
694,9,109
695,0,120
695,1,120
695,2,120
695,3,120
695,4,120
695,5,109
695,6,109
695,7,109
695,8,109
695,9,109
696,0,120
696,1,120
696,2,120
696,3,120
696,4,120
696,5,109
696,6,109
696,7,109
696,8,109
696,9,109
697,0,120
697,1,120
697,2,120
697,3,120
697,4,120
697,5,109
697,6,109
697,7,109
697,8,109
697,9,109
698,0,121
698,1,121
698,2,121
698,3,121
698,4,121
698,5,111
698,6,111
698,7,111
698,8,111
698,9,111
699,0,121
699,1,121
699,2,121
699,3,121
699,4,121
699,5,112
699,6,112
699,7,112
699,8,112
699,9,112
700,0,121
700,1,121
700,2,121
700,3,121
700,4,121
700,5,112
700,6,112
700,7,112
700,8,112
700,9,112
701,0,121
701,1,121
701,2,121
701,3,121
701,4,121
701,5,113
701,6,113
701,7,113
701,8,113
701,9,113
702,0,121
702,1,121
702,2,121
702,3,121
702,4,121
702,5,113
702,6,113
702,7,113
702,8,113
702,9,113
703,0,121
703,1,121
703,2,121
703,3,121
703,4,121
703,5,113
703,6,113
703,7,113
703,8,113
703,9,113
704,0,123
704,1,123
704,2,123
704,3,123
704,4,123
704,5,113
704,6,113
704,7,113
704,8,113
704,9,113
705,0,124
705,1,124
705,2,124
705,3,124
705,4,124
705,5,114
705,6,114
705,7,114
705,8,114
705,9,114
706,0,124
706,1,124
706,2,124
706,3,124
706,4,124
706,5,114
706,6,114
706,7,114
706,8,114
706,9,114
707,0,124
707,1,124
707,2,124
707,3,124
707,4,124
707,5,117
707,6,117
707,7,117
707,8,117
707,9,117
708,0,125
708,1,125
708,2,125
708,3,125
708,4,125
708,5,117
708,6,117
708,7,117
708,8,117
708,9,117
709,0,125
709,1,125
709,2,125
709,3,125
709,4,125
709,5,117
709,6,117
709,7,117
709,8,117
709,9,117
710,0,127
710,1,127
710,2,127
710,3,127
710,4,127
710,5,119
710,6,119
710,7,119
710,8,119
710,9,119
711,0,130
711,1,130
711,2,130
711,3,130
711,4,130
711,5,119
711,6,119
711,7,119
711,8,119
711,9,119
712,0,132
712,1,132
712,2,132
712,3,132
712,4,132
712,5,123
712,6,123
712,7,123
712,8,123
712,9,123
713,0,133
713,1,133
713,2,133
713,3,133
713,4,133
713,5,123
713,6,123
713,7,123
713,8,123
713,9,123
714,0,133
714,1,133
714,2,133
714,3,133
714,4,133
714,5,123
714,6,123
714,7,123
714,8,123
714,9,123
715,0,136
715,1,136
715,2,136
715,3,136
715,4,136
715,5,123
715,6,123
715,7,123
715,8,123
715,9,123
716,0,137
716,1,137
716,2,137
716,3,137
716,4,137
716,5,123
716,6,123
716,7,123
716,8,123
716,9,123
717,0,137
717,1,137
717,2,137
717,3,137
717,4,137
717,5,123
717,6,123
717,7,123
717,8,123
717,9,123
718,0,138
718,1,138
718,2,138
718,3,138
718,4,138
718,5,123
718,6,123
718,7,123
718,8,123
718,9,123
719,0,138
719,1,138
719,2,138
719,3,138
719,4,138
719,5,123
719,6,123
719,7,123
719,8,123
719,9,123
720,0,138
720,1,138
720,2,138
720,3,138
720,4,138
720,5,123
720,6,123
720,7,123
720,8,123
720,9,123
721,0,139
721,1,139
721,2,139
721,3,139
721,4,139
721,5,125
721,6,125
721,7,125
721,8,125
721,9,125
722,0,139
722,1,139
722,2,139
722,3,139
722,4,139
722,5,125
722,6,125
722,7,125
722,8,125
722,9,125
723,0,139
723,1,139
723,2,139
723,3,139
723,4,139
723,5,127
723,6,127
723,7,127
723,8,127
723,9,127
724,0,141
724,1,141
724,2,141
724,3,141
724,4,141
724,5,127
724,6,127
724,7,127
724,8,127
724,9,127
725,0,141
725,1,141
725,2,141
725,3,141
725,4,141
725,5,127
725,6,127
725,7,127
725,8,127
725,9,127
726,0,141
726,1,141
726,2,141
726,3,141
726,4,141
726,5,127
726,6,127
726,7,127
726,8,127
726,9,127
727,0,141
727,1,141
727,2,141
727,3,141
727,4,141
727,5,127
727,6,127
727,7,127
727,8,127
727,9,127
728,0,143
728,1,143
728,2,143
728,3,143
728,4,143
728,5,127
728,6,127
728,7,127
728,8,127
728,9,127
729,0,143
729,1,143
729,2,143
729,3,143
729,4,143
729,5,128
729,6,128
729,7,128
729,8,128
729,9,128
730,0,143
730,1,143
730,2,143
730,3,143
730,4,143
730,5,128
730,6,128
730,7,128
730,8,128
730,9,128
731,0,143
731,1,143
731,2,143
731,3,143
731,4,143
731,5,128
731,6,128
731,7,128
731,8,128
731,9,128
732,0,143
732,1,143
732,2,143
732,3,143
732,4,143
732,5,129
732,6,129
732,7,129
732,8,129
732,9,129
733,0,143
733,1,143
733,2,143
733,3,143
733,4,143
733,5,129
733,6,129
733,7,129
733,8,129
733,9,129
734,0,143
734,1,143
734,2,143
734,3,143
734,4,143
734,5,129
734,6,129
734,7,129
734,8,129
734,9,129
735,0,143
735,1,143
735,2,143
735,3,143
735,4,143
735,5,129
735,6,129
735,7,129
735,8,129
735,9,129
736,0,143
736,1,143
736,2,143
736,3,143
736,4,143
736,5,130
736,6,130
736,7,130
736,8,130
736,9,130
737,0,143
737,1,143
737,2,143
737,3,143
737,4,143
737,5,130
737,6,130
737,7,130
737,8,130
737,9,130
738,0,143
738,1,143
738,2,143
738,3,143
738,4,143
738,5,132
738,6,132
738,7,132
738,8,132
738,9,132
739,0,143
739,1,143
739,2,143
739,3,143
739,4,143
739,5,132
739,6,132
739,7,132
739,8,132
739,9,132
740,0,145
740,1,145
740,2,145
740,3,145
740,4,145
740,5,132
740,6,132
740,7,132
740,8,132
740,9,132
741,0,145
741,1,145
741,2,145
741,3,145
741,4,145
741,5,134
741,6,134
741,7,134
741,8,134
741,9,134
742,0,145
742,1,145
742,2,145
742,3,145
742,4,145
742,5,135
742,6,135
742,7,135
742,8,135
742,9,135
743,0,145
743,1,145
743,2,145
743,3,145
743,4,145
743,5,135
743,6,135
743,7,135
743,8,135
743,9,135
744,0,146
744,1,146
744,2,146
744,3,146
744,4,146
744,5,135
744,6,135
744,7,135
744,8,135
744,9,135
745,0,146
745,1,146
745,2,146
745,3,146
745,4,146
745,5,135
745,6,135
745,7,135
745,8,135
745,9,135
746,0,146
746,1,146
746,2,146
746,3,146
746,4,146
746,5,136
746,6,136
746,7,136
746,8,136
746,9,136
747,0,146
747,1,146
747,2,146
747,3,146
747,4,146
747,5,136
747,6,136
747,7,136
747,8,136
747,9,136
748,0,148
748,1,148
748,2,148
748,3,148
748,4,148
748,5,136
748,6,136
748,7,136
748,8,136
748,9,136
749,0,152
749,1,152
749,2,152
749,3,152
749,4,152
749,5,136
749,6,136
749,7,136
749,8,136
749,9,136
750,0,154
750,1,154
750,2,154
750,3,154
750,4,154
750,5,137
750,6,137
750,7,137
750,8,137
750,9,137
751,0,154
751,1,154
751,2,154
751,3,154
751,4,154
751,5,138
751,6,138
751,7,138
751,8,138
751,9,138
752,0,154
752,1,154
752,2,154
752,3,154
752,4,154
752,5,138
752,6,138
752,7,138
752,8,138
752,9,138
753,0,155
753,1,155
753,2,155
753,3,155
753,4,155
753,5,138
753,6,138
753,7,138
753,8,138
753,9,138
754,0,155
754,1,155
754,2,155
754,3,155
754,4,155
754,5,138
754,6,138
754,7,138
754,8,138
754,9,138
755,0,155
755,1,155
755,2,155
755,3,155
755,4,155
755,5,138
755,6,138
755,7,138
755,8,138
755,9,138
756,0,155
756,1,155
756,2,155
756,3,155
756,4,155
756,5,138
756,6,138
756,7,138
756,8,138
756,9,138
757,0,155
757,1,155
757,2,155
757,3,155
757,4,155
757,5,138
757,6,138
757,7,138
757,8,138
757,9,138
758,0,155
758,1,155
758,2,155
758,3,155
758,4,155
758,5,138
758,6,138
758,7,138
758,8,138
758,9,138
759,0,155
759,1,155
759,2,155
759,3,155
759,4,155
759,5,138
759,6,138
759,7,138
759,8,138
759,9,138
760,0,157
760,1,157
760,2,157
760,3,157
760,4,157
760,5,138
760,6,138
760,7,138
760,8,138
760,9,138
761,0,157
761,1,157
761,2,157
761,3,157
761,4,157
761,5,139
761,6,139
761,7,139
761,8,139
761,9,139
762,0,157
762,1,157
762,2,157
762,3,157
762,4,157
762,5,139
762,6,139
762,7,139
762,8,139
762,9,139
763,0,157
763,1,157
763,2,157
763,3,157
763,4,157
763,5,139
763,6,139
763,7,139
763,8,139
763,9,139
764,0,157
764,1,157
764,2,157
764,3,157
764,4,157
764,5,139
764,6,139
764,7,139
764,8,139
764,9,139
765,0,162
765,1,162
765,2,162
765,3,162
765,4,162
765,5,139
765,6,139
765,7,139
765,8,139
765,9,139
766,0,163
766,1,163
766,2,163
766,3,163
766,4,163
766,5,140
766,6,140
766,7,140
766,8,140
766,9,140
767,0,165
767,1,165
767,2,165
767,3,165
767,4,165
767,5,141
767,6,141
767,7,141
767,8,141
767,9,141
768,0,165
768,1,165
768,2,165
768,3,165
768,4,165
768,5,141
768,6,141
768,7,141
768,8,141
768,9,141
769,0,165
769,1,165
769,2,165
769,3,165
769,4,165
769,5,142
769,6,142
769,7,142
769,8,142
769,9,142
770,0,165
770,1,165
770,2,165
770,3,165
770,4,165
770,5,142
770,6,142
770,7,142
770,8,142
770,9,142
771,0,165
771,1,165
771,2,165
771,3,165
771,4,165
771,5,142
771,6,142
771,7,142
771,8,142
771,9,142
772,0,166
772,1,166
772,2,166
772,3,166
772,4,166
772,5,142
772,6,142
772,7,142
772,8,142
772,9,142
773,0,166
773,1,166
773,2,166
773,3,166
773,4,166
773,5,142
773,6,142
773,7,142
773,8,142
773,9,142
774,0,167
774,1,167
774,2,167
774,3,167
774,4,167
774,5,142
774,6,142
774,7,142
774,8,142
774,9,142
775,0,168
775,1,168
775,2,168
775,3,168
775,4,168
775,5,142
775,6,142
775,7,142
775,8,142
775,9,142
776,0,168
776,1,168
776,2,168
776,3,168
776,4,168
776,5,143
776,6,143
776,7,143
776,8,143
776,9,143
777,0,169
777,1,169
777,2,169
777,3,169
777,4,169
777,5,143
777,6,143
777,7,143
777,8,143
777,9,143
778,0,169
778,1,169
778,2,169
778,3,169
778,4,169
778,5,145
778,6,145
778,7,145
778,8,145
778,9,145
779,0,170
779,1,170
779,2,170
779,3,170
779,4,170
779,5,145
779,6,145
779,7,145
779,8,145
779,9,145
780,0,170
780,1,170
780,2,170
780,3,170
780,4,170
780,5,146
780,6,146
780,7,146
780,8,146
780,9,146
781,0,170
781,1,170
781,2,170
781,3,170
781,4,170
781,5,146
781,6,146
781,7,146
781,8,146
781,9,146
782,0,175
782,1,175
782,2,175
782,3,175
782,4,175
782,5,150
782,6,150
782,7,150
782,8,150
782,9,150
783,0,177
783,1,177
783,2,177
783,3,177
783,4,177
783,5,150
783,6,150
783,7,150
783,8,150
783,9,150
784,0,177
784,1,177
784,2,177
784,3,177
784,4,177
784,5,152
784,6,152
784,7,152
784,8,152
784,9,152
785,0,177
785,1,177
785,2,177
785,3,177
785,4,177
785,5,152
785,6,152
785,7,152
785,8,152
785,9,152
786,0,177
786,1,177
786,2,177
786,3,177
786,4,177
786,5,152
786,6,152
786,7,152
786,8,152
786,9,152
787,0,177
787,1,177
787,2,177
787,3,177
787,4,177
787,5,152
787,6,152
787,7,152
787,8,152
787,9,152
788,0,177
788,1,177
788,2,177
788,3,177
788,4,177
788,5,152
788,6,152
788,7,152
788,8,152
788,9,152
789,0,179
789,1,179
789,2,179
789,3,179
789,4,179
789,5,152
789,6,152
789,7,152
789,8,152
789,9,152
790,0,180
790,1,180
790,2,180
790,3,180
790,4,180
790,5,152
790,6,152
790,7,152
790,8,152
790,9,152
791,0,180
791,1,180
791,2,180
791,3,180
791,4,180
791,5,152
791,6,152
791,7,152
791,8,152
791,9,152
792,0,180
792,1,180
792,2,180
792,3,180
792,4,180
792,5,154
792,6,154
792,7,154
792,8,154
792,9,154
793,0,180
793,1,180
793,2,180
793,3,180
793,4,180
793,5,154
793,6,154
793,7,154
793,8,154
793,9,154
794,0,180
794,1,180
794,2,180
794,3,180
794,4,180
794,5,154
794,6,154
794,7,154
794,8,154
794,9,154
795,0,180
795,1,180
795,2,180
795,3,180
795,4,180
795,5,154
795,6,154
795,7,154
795,8,154
795,9,154
796,0,180
796,1,180
796,2,180
796,3,180
796,4,180
796,5,156
796,6,156
796,7,156
796,8,156
796,9,156
797,0,180
797,1,180
797,2,180
797,3,180
797,4,180
797,5,156
797,6,156
797,7,156
797,8,156
797,9,156
798,0,180
798,1,180
798,2,180
798,3,180
798,4,180
798,5,156
798,6,156
798,7,156
798,8,156
798,9,156
799,0,186
799,1,186
799,2,186
799,3,186
799,4,186
799,5,157
799,6,157
799,7,157
799,8,157
799,9,157
800,0,186
800,1,186
800,2,186
800,3,186
800,4,186
800,5,157
800,6,157
800,7,157
800,8,157
800,9,157
801,0,188
801,1,188
801,2,188
801,3,188
801,4,188
801,5,157
801,6,157
801,7,157
801,8,157
801,9,157
802,0,188
802,1,188
802,2,188
802,3,188
802,4,188
802,5,157
802,6,157
802,7,157
802,8,157
802,9,157
803,0,188
803,1,188
803,2,188
803,3,188
803,4,188
803,5,157
803,6,157
803,7,157
803,8,157
803,9,157
804,0,188
804,1,188
804,2,188
804,3,188
804,4,188
804,5,157
804,6,157
804,7,157
804,8,157
804,9,157
805,0,189
805,1,189
805,2,189
805,3,189
805,4,189
805,5,158
805,6,158
805,7,158
805,8,158
805,9,158
806,0,189
806,1,189
806,2,189
806,3,189
806,4,189
806,5,158
806,6,158
806,7,158
806,8,158
806,9,158
807,0,192
807,1,192
807,2,192
807,3,192
807,4,192
807,5,158
807,6,158
807,7,158
807,8,158
807,9,158
808,0,193
808,1,193
808,2,193
808,3,193
808,4,193
808,5,159
808,6,159
808,7,159
808,8,159
808,9,159
809,0,194
809,1,194
809,2,194
809,3,194
809,4,194
809,5,159
809,6,159
809,7,159
809,8,159
809,9,159
810,0,197
810,1,197
810,2,197
810,3,197
810,4,197
810,5,159
810,6,159
810,7,159
810,8,159
810,9,159
811,0,197
811,1,197
811,2,197
811,3,197
811,4,197
811,5,161
811,6,161
811,7,161
811,8,161
811,9,161
812,0,197
812,1,197
812,2,197
812,3,197
812,4,197
812,5,161
812,6,161
812,7,161
812,8,161
812,9,161
813,0,197
813,1,197
813,2,197
813,3,197
813,4,197
813,5,162
813,6,162
813,7,162
813,8,162
813,9,162
814,0,198
814,1,198
814,2,198
814,3,198
814,4,198
814,5,162
814,6,162
814,7,162
814,8,162
814,9,162
815,0,198
815,1,198
815,2,198
815,3,198
815,4,198
815,5,162
815,6,162
815,7,162
815,8,162
815,9,162
816,0,198
816,1,198
816,2,198
816,3,198
816,4,198
816,5,162
816,6,162
816,7,162
816,8,162
816,9,162
817,0,198
817,1,198
817,2,198
817,3,198
817,4,198
817,5,162
817,6,162
817,7,162
817,8,162
817,9,162
818,0,198
818,1,198
818,2,198
818,3,198
818,4,198
818,5,162
818,6,162
818,7,162
818,8,162
818,9,162
819,0,198
819,1,198
819,2,198
819,3,198
819,4,198
819,5,162
819,6,162
819,7,162
819,8,162
819,9,162
820,0,202
820,1,202
820,2,202
820,3,202
820,4,202
820,5,164
820,6,164
820,7,164
820,8,164
820,9,164
821,0,202
821,1,202
821,2,202
821,3,202
821,4,202
821,5,164
821,6,164
821,7,164
821,8,164
821,9,164
822,0,204
822,1,204
822,2,204
822,3,204
822,4,204
822,5,164
822,6,164
822,7,164
822,8,164
822,9,164
823,0,204
823,1,204
823,2,204
823,3,204
823,4,204
823,5,167
823,6,167
823,7,167
823,8,167
823,9,167
824,0,205
824,1,205
824,2,205
824,3,205
824,4,205
824,5,170
824,6,170
824,7,170
824,8,170
824,9,170
825,0,207
825,1,207
825,2,207
825,3,207
825,4,207
825,5,170
825,6,170
825,7,170
825,8,170
825,9,170
826,0,209
826,1,209
826,2,209
826,3,209
826,4,209
826,5,170
826,6,170
826,7,170
826,8,170
826,9,170
827,0,209
827,1,209
827,2,209
827,3,209
827,4,209
827,5,170
827,6,170
827,7,170
827,8,170
827,9,170
828,0,209
828,1,209
828,2,209
828,3,209
828,4,209
828,5,170
828,6,170
828,7,170
828,8,170
828,9,170
829,0,211
829,1,211
829,2,211
829,3,211
829,4,211
829,5,170
829,6,170
829,7,170
829,8,170
829,9,170
830,0,211
830,1,211
830,2,211
830,3,211
830,4,211
830,5,170
830,6,170
830,7,170
830,8,170
830,9,170
831,0,212
831,1,212
831,2,212
831,3,212
831,4,212
831,5,170
831,6,170
831,7,170
831,8,170
831,9,170
832,0,212
832,1,212
832,2,212
832,3,212
832,4,212
832,5,170
832,6,170
832,7,170
832,8,170
832,9,170
833,0,212
833,1,212
833,2,212
833,3,212
833,4,212
833,5,170
833,6,170
833,7,170
833,8,170
833,9,170
834,0,212
834,1,212
834,2,212
834,3,212
834,4,212
834,5,172
834,6,172
834,7,172
834,8,172
834,9,172
835,0,213
835,1,213
835,2,213
835,3,213
835,4,213
835,5,172
835,6,172
835,7,172
835,8,172
835,9,172
836,0,213
836,1,213
836,2,213
836,3,213
836,4,213
836,5,175
836,6,175
836,7,175
836,8,175
836,9,175
837,0,213
837,1,213
837,2,213
837,3,213
837,4,213
837,5,175
837,6,175
837,7,175
837,8,175
837,9,175
838,0,214
838,1,214
838,2,214
838,3,214
838,4,214
838,5,175
838,6,175
838,7,175
838,8,175
838,9,175
839,0,214
839,1,214
839,2,214
839,3,214
839,4,214
839,5,178
839,6,178
839,7,178
839,8,178
839,9,178
840,0,214
840,1,214
840,2,214
840,3,214
840,4,214
840,5,178
840,6,178
840,7,178
840,8,178
840,9,178
841,0,216
841,1,216
841,2,216
841,3,216
841,4,216
841,5,178
841,6,178
841,7,178
841,8,178
841,9,178
842,0,216
842,1,216
842,2,216
842,3,216
842,4,216
842,5,181
842,6,181
842,7,181
842,8,181
842,9,181
843,0,217
843,1,217
843,2,217
843,3,217
843,4,217
843,5,181
843,6,181
843,7,181
843,8,181
843,9,181
844,0,217
844,1,217
844,2,217
844,3,217
844,4,217
844,5,181
844,6,181
844,7,181
844,8,181
844,9,181
845,0,217
845,1,217
845,2,217
845,3,217
845,4,217
845,5,181
845,6,181
845,7,181
845,8,181
845,9,181
846,0,217
846,1,217
846,2,217
846,3,217
846,4,217
846,5,181
846,6,181
846,7,181
846,8,181
846,9,181
847,0,218
847,1,218
847,2,218
847,3,218
847,4,218
847,5,181
847,6,181
847,7,181
847,8,181
847,9,181
848,0,218
848,1,218
848,2,218
848,3,218
848,4,218
848,5,182
848,6,182
848,7,182
848,8,182
848,9,182
849,0,218
849,1,218
849,2,218
849,3,218
849,4,218
849,5,182
849,6,182
849,7,182
849,8,182
849,9,182
850,0,218
850,1,218
850,2,218
850,3,218
850,4,218
850,5,182
850,6,182
850,7,182
850,8,182
850,9,182
851,0,218
851,1,218
851,2,218
851,3,218
851,4,218
851,5,182
851,6,182
851,7,182
851,8,182
851,9,182
852,0,218
852,1,218
852,2,218
852,3,218
852,4,218
852,5,182
852,6,182
852,7,182
852,8,182
852,9,182
853,0,218
853,1,218
853,2,218
853,3,218
853,4,218
853,5,184
853,6,184
853,7,184
853,8,184
853,9,184
854,0,219
854,1,219
854,2,219
854,3,219
854,4,219
854,5,184
854,6,184
854,7,184
854,8,184
854,9,184
855,0,219
855,1,219
855,2,219
855,3,219
855,4,219
855,5,187
855,6,187
855,7,187
855,8,187
855,9,187
856,0,219
856,1,219
856,2,219
856,3,219
856,4,219
856,5,190
856,6,190
856,7,190
856,8,190
856,9,190
857,0,219
857,1,219
857,2,219
857,3,219
857,4,219
857,5,190
857,6,190
857,7,190
857,8,190
857,9,190
858,0,221
858,1,221
858,2,221
858,3,221
858,4,221
858,5,190
858,6,190
858,7,190
858,8,190
858,9,190
859,0,221
859,1,221
859,2,221
859,3,221
859,4,221
859,5,190
859,6,190
859,7,190
859,8,190
859,9,190
860,0,221
860,1,221
860,2,221
860,3,221
860,4,221
860,5,190
860,6,190
860,7,190
860,8,190
860,9,190
861,0,221
861,1,221
861,2,221
861,3,221
861,4,221
861,5,190
861,6,190
861,7,190
861,8,190
861,9,190
862,0,221
862,1,221
862,2,221
862,3,221
862,4,221
862,5,193
862,6,193
862,7,193
862,8,193
862,9,193
863,0,221
863,1,221
863,2,221
863,3,221
863,4,221
863,5,194
863,6,194
863,7,194
863,8,194
863,9,194
864,0,222
864,1,222
864,2,222
864,3,222
864,4,222
864,5,194
864,6,194
864,7,194
864,8,194
864,9,194
865,0,222
865,1,222
865,2,222
865,3,222
865,4,222
865,5,194
865,6,194
865,7,194
865,8,194
865,9,194
866,0,222
866,1,222
866,2,222
866,3,222
866,4,222
866,5,194
866,6,194
866,7,194
866,8,194
866,9,194
867,0,222
867,1,222
867,2,222
867,3,222
867,4,222
867,5,194
867,6,194
867,7,194
867,8,194
867,9,194
868,0,222
868,1,222
868,2,222
868,3,222
868,4,222
868,5,194
868,6,194
868,7,194
868,8,194
868,9,194
869,0,222
869,1,222
869,2,222
869,3,222
869,4,222
869,5,194
869,6,194
869,7,194
869,8,194
869,9,194
870,0,223
870,1,223
870,2,223
870,3,223
870,4,223
870,5,195
870,6,195
870,7,195
870,8,195
870,9,195
871,0,225
871,1,225
871,2,225
871,3,225
871,4,225
871,5,195
871,6,195
871,7,195
871,8,195
871,9,195
872,0,227
872,1,227
872,2,227
872,3,227
872,4,227
872,5,197
872,6,197
872,7,197
872,8,197
